"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"257","83049351","清昱資訊及教育有限公司","桃園市八德區忠勇街240巷3號7樓","林筑玉","500000","1091026"
"258","83049373","辰恭不動產有限公司","桃園市桃園區長安里中正五街215號(1樓)","顏靜娟","1000000","1091027"
"259","83049388","原道智能系統股份有限公司","桃園市八德區力行街50巷9弄3號","賴柄源","21500000","1091027"
"260","83049394","禾立稚有限公司","桃園市平鎮區復興里文化街23巷2之1號2樓","鄭儀","500000","1091029"
"261","83049417","光程實業有限公司","桃園市桃園區力行路7號7樓之2","蕭牧仁","1000000","1091027"
"262","83049423","淨全有限公司","桃園市中壢區幸福里福星六街89號6樓","徐國聖","300000","1091027"
"263","83049438","溙云科技有限公司","桃園市桃園區新埔三街38巷20號15樓","李佳蓉","1000000","1091027"
"264","83049459","啟新科技股份有限公司","桃園市中壢區合圳北路二段331巷26號","林冠宏","4000000","1091027"
"265","83049465","勤太有限公司","桃園市桃園區青溪里鎮四街82之1號五樓","于瀚翔","100000","1091027"
"266","83049471","幸福無限活動公關行銷有限公司","桃園市楊梅區環南路141巷20弄1號","朱家興","50000","1091027"
"267","83049486","宜和起重工程有限公司","桃園市龜山區文青里文青路388號2樓","吳春明","500000","1091027"
"268","83049492","就比創意有限公司","桃園市桃園區福林里介壽路495巷61號11樓","林俊誠","500000","1091027"
"269","83049508","和毅人資有限公司","桃園市平鎮區新英里環南路二段264號9樓之一","黃歐珠玉","1000000","1091027"
"270","83049514","良澄吉食餐飲有限公司","桃園市大園區崁下39之5號","詹燕卿","300000","1091027"
"271","83049520","川泰欣光電科技股份有限公司","桃園市楊梅區四維里四維路51號（1、2樓）","胡珏康","2000000","1091027"
"272","83049535","聯科機電科技股份有限公司","桃園市蘆竹區經國路902號6樓","湯淨惠","20000000","1091021"
"273","83049541","捷銳精密有限公司","桃園市大園區園五街36巷9號(1樓)","李奎延","250000","1091027"
"274","83049556","一玲四國際投資股份有限公司","桃園市大園區工三路4號","楊美斐","100000","1091027"
"275","83049562","東群投資有限公司","桃園市桃園區同安里新埔六街101號15樓","凃福來","5000000","1091027"
"276","83049578","開廣投資有限公司","桃園市桃園區同安里新埔六街101號15樓","凃福來","5000000","1091027"
"277","83049583","廣永投資有限公司","桃園市桃園區同安里新埔六街101號15樓","凃福來","5000000","1091027"
"278","83049599","天鑄商仲部股份有限公司","桃園市中壢區青峰路一段43號","藍曉鈴","6000000","1091027"
"279","83049606","和亞投資有限公司","桃園市桃園區同安里新埔六街101號15樓","凃福來","5000000","1091027"
"280","83049612","傑曄有限公司","桃園市中壢區華勛里華勛街297巷19號5樓","邱俊傑","310000","1091027"
"281","83049628","米來富生技有限公司","桃園市中壢區新街里環北路398號17樓之5","劉偉鵬","100000","1091027"
"282","83049633","弘揚電子商務有限公司","桃園市楊梅區高鐵南路十段599巷88弄62號","李柏凱","500000","1091027"
"283","83049649","天寓空間設計工程規劃有限公司","桃園市中壢區興平里元化路二段126號10樓","姚昱宏","1000000","1091027"
"284","83049654","鴻錦建設股份有限公司","桃園市桃園區中山路956巷24號","李傳合","10000000","1091027"
"285","83049660","綠秧有限公司","高雄市苓雅區中正二路175號15樓之2","鍾欣倍","500000","1091005"
"286","83049676","鳳興發實業有限公司","高雄市鳳山區鳳甲路281號1樓","謝惠茵","3000000","1091005"
"287","83049697","鈜發實業有限公司","高雄市鳳山區新甲路61號9樓","許得恩","1000000","1091006"
"288","83049710","大原建設股份有限公司","高雄市苓雅區永富街28號","葉原宗","5000000","1091006"
"289","83049726","統楹整合行銷國際有限公司","高雄市前鎮區一心二路128號7樓之1","邵齡誼","2000000","1091006"
"290","83049731","光晉國際有限公司","高雄市苓雅區新光路38號38樓之2","洪釉心","2000000","1091006"
"291","83049747","遊戲本舖企業有限公司","高雄市三民區建國二路98號2樓","林宗德","300000","1091008"
"292","83049752","香工坊有限公司","高雄市阿蓮區中正路379號1樓","石妙雲","300000","1091006"
"293","83049768","程鷹國際有限公司","高雄市苓雅區成功一路232號20樓之6","嚴家程","300000","1091006"
"294","83049774","永潔國際有限公司","高雄市左營區富國路365巷28號5樓","陳熙謙","500000","1091006"
"295","83049789","淯誠有限公司","高雄市岡山區民享路50巷5號1樓","黃雅琪","3000000","1091006"
"296","83049795","中暘空間設計有限公司","高雄市前金區中正四路103號4樓之1","林明華","1000000","1091006"
"297","83049802","緻高開發有限公司","高雄市新興區中正三路55號11樓之2","莊政緯","3000000","1091006"
"298","83049824","承懋實業有限公司","高雄市大樹區九曲路5巷32弄43號","張維誌","300000","1091006"
"299","83049839","鉅霖設計工程有限公司","高雄市楠梓區常興街71號13樓","陳啓銘","300000","1091006"
"300","83049845","家秝貴金屬股份有限公司","高雄市三民區民族一路80號29樓之1","蔡則悅","40000000","1091006"
"301","83049850","景軒企業有限公司","高雄市前鎮區復興三路22號20樓之2","王玉昇","200000","1091006"
"302","83049866","明隆生物科技有限公司","高雄市三民區光富路73號5樓","張雯","300000","1091006"
"303","83049872","這一家旅行社有限公司","高雄市鳳山區祥和街65巷42號1樓","王韻茹","6000000","1091006"
"304","83049887","可琴投資有限公司","高雄市三民區博愛一路287號4樓","鄭以晨","1200000","1091006"
"305","83049893","天立開發有限公司","高雄市仁武區永新二街96巷53弄16號1樓","陳睿潮","100000","1091006"
"306","83049916","信言有限公司","高雄市三民區鼎山街310號6樓","朱俊安","500000","1091006"
"307","83049922","八月一日文化有限公司","高雄市三民區天民路13巷20號3樓之1","黃祺瑋","200000","1091006"
"308","83049937","愛樂蜜國際貿易有限公司","高雄市三民區哈爾濱街358之5號3樓","林子傑","5000000","1091007"
"309","83049943","泰允鋼鐵有限公司","高雄市左營區明誠二路206號8樓","李美雲","1000000","1091007"
"310","83049958","新四方國際事業股份有限公司","高雄市鼓山區美術北五街100號3樓","朱致豪","4000000","1091007"
"311","83049964","富利達投資建設有限公司","高雄市苓雅區中正一路315號12樓之1","施柏賢","100000","1091007"
"312","83049970","木上飲食文化有限公司","高雄市鼓山區裕誠路2046號1樓","吳金龍","500000","1091007"
"313","83049985","晟宏興業有限公司","高雄市岡山區岡山路178號5樓","林宗輝","3000000","1091007"
"314","83049991","燁篁股份有限公司","高雄市仁武區新庄路215巷13弄9號1樓","徐侑儷","1000000","1091007"
"315","83050005","名人肆國際有限公司","高雄市三民區臥龍路54巷48號1樓","蔡承易","500000","1091007"
"316","83050011","傑祥光電有限公司","高雄市前鎮區瑞北路271巷2弄1號3樓","張世杰","1000000","1091007"
"317","83050027","雄大戶外用品有限公司","高雄市仁武區京吉三路170號","劉惠如","4000000","1091007"
"318","83050032","源展興業有限公司","高雄市三民區安寧街366之2號1樓","林秀蓁","200000","1091007"
"319","83050048","以斯帖國際精品貿易有限公司","高雄市鼓山區南屏路541號7樓","王柔臻","500000","1091007"
"320","83050053","東鼎建設股份有限公司","高雄市苓雅區和平一路87號5樓之1","陳園詠","15020000","1091007"
"321","83050069","泰和興有限公司","高雄市左營區左營下路21號","裴于雯","150000","1091007"
"322","83050075","晉弘複合材料有限公司","高雄市阿蓮區中路295之10號1樓","蘇吳景綉","3000000","1091007"
"323","83050080","益達投資股份有限公司","高雄市苓雅區和平一路87號5樓之1","陳韻琳","15020000","1091007"
"324","83050096","龍騋資產管理投資管理顧問有限公司","高雄市左營區明誠二路419號8樓之2","陳宜熙","5000000","1091007"
"325","83050119","力宸食品有限公司","高雄市大寮區民族路413號","李鉅章","3000000","1091007"
"326","83050125","全日健身休閒事業有限公司","高雄市小港區漢民路397、399號","薛惠文","6000000","1091007"
"327","83050146","銳盧攝影有限公司","高雄市鼓山區鼓山二路34之1號1樓","盧鈺安","500000","1091007"
"328","83050151","天揚科技有限公司","臺北市南港區興華路117號18樓","盧世銘","5000000","1091012"
"329","83050167","福甜實業股份有限公司","臺北市中山區林森北路50號4樓之3","張詠微","1000000","1091012"
"330","83050173","原果餐飲整合有限公司","臺北市中山區長安東路2段106號6樓","曾玉葉","1000000","1091012"
"331","83050194","維加圖國際培訓有限公司","臺北市中正區忠孝東路1段85號12樓之5","鍾瑞輝","6000000","1091012"
"332","83050201","漁昌股份有限公司","臺北市大同區太原路152巷15號1樓","楊光瑞","25000000","1091012"
"333","83050217","元展開發顧問有限公司","臺北市松山區南京東路4段50號10樓之4","潘森寧","350000","1091012"
"334","83050223","艾思投資有限公司","臺北市大同區甘谷街26號5樓","李美玲","5000000","1091012"
"335","83050238","黑浮信義餐飲有限公司","臺北市信義區松壽路12號5樓","沈宗賢","4500000","1091012"
"336","83050244","絡揚實業有限公司","臺北市內湖區康樂街72巷17弄74號2樓","游士緯","200000","1091012"
"337","83050259","台灣衛生科技股份有限公司","臺北市大安區復興南路1段352號3樓之2","林沅陞","5000000","1091012"
"338","83050265","福筆數位科技有限公司","臺北市信義區永吉路168號7樓之2","傅憶雯","50000","1091012"
"339","83050286","益響空間有限公司","臺北市中正區忠孝東路二段118號9樓","徐易達","5000000","1091012"
"340","83050292","策掠人行銷科技有限公司","臺北市松山區復興北路201號4樓之2","林家宇","200000","1091012"
"341","83050315","金冠數位有限公司","臺北市中山區南京東路一段25號10樓之2","林明達","1000000","1091012"
"342","83050321","兆豐太陽能股份有限公司","臺北市中山區德惠街9號2樓之1","吳東權","200000000","1091013"
"343","83050336","穩泰數位科技有限公司","臺北市大同區承德路二段137號9樓之5","蘇勇誠","1000000","1091012"
"344","83050342","力塔貿易有限公司","臺北市信義區基隆路1段206號18樓","林麗卿","100000","1091012"
"345","83050357","亞蟄企業有限公司","臺北市松山區南京東路4段1號2樓","邱曉芬","100000","1091012"
"346","83050363","亞禮有限公司","臺北市中山區南京東路一段52號2樓","邱曉芬","100000","1091012"
"347","83050379","潤利新有限公司","臺北市松山區民權東路3段142號13樓之2","黃凱琪","1000000","1091012"
"348","83050384","五餅數位平台股份有限公司","臺北市信義區基隆路2段149之16號12樓","王弘裕","2000000","1091012"
"349","83050390","安和科技有限公司","臺北市內湖區陽光街345巷10號2樓","呂宜坤","1000000","1091012"
"350","83050413","安理生醫有限公司","臺北市信義區忠孝東路5段1之3號10樓","林軼鵲","2000000","1091012"
"351","83050429","肯揚科技有限公司","臺北市信義區松勤街86號2樓之2","李盛燁","2000000","1091013"
"352","83050434","布拉姆有限公司","臺北市信義區基隆路2段81-1號12樓","吳瑞麟","6000000","1091012"
"353","83050440","旭陞投資股份有限公司","臺北市松山區慶城街28號7樓","江家豪","20000000","1091012"
"354","83050455","恆盛資產管理股份有限公司","臺北市中山區長安東路2段162號4樓之5","洪元輔","25000000","1091012"
"355","83050461","川濱國際有限公司","臺北市內湖區新湖一路85號","鍾為真","100000","1091012"
"356","83050477","好好一起有限公司","臺北市松山區八德路2段439號10樓","廖芯彤","1000000","1091013"
"357","83050482","馥霖投資股份有限公司","臺北市中山區中山北路3段2號6樓","吳盈慧","5000000","1091012"
